action,sample_id,split,orig_input_path,cam_0_path,cam_1_path,cam_2_path,cam_3_path,cam_4_path,cam_5_path,cam_6_path,cam_7_path
the-finger,the-finger-set2 (97),val,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (97).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (97)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (97)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (97)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (97)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (97)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (97)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (97)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (97)_cam7.npy
thumbdown,hand-11-765,val,./dataset/skeleton_final_v2/thumbdown/hand-11-765.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-11-765_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-11-765_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-11-765_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-11-765_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-11-765_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-11-765_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-11-765_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-11-765_cam7.npy
paper,paper-set2 (376),val,./dataset/skeleton_final_v2/paper/paper-set2 (376).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (376)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (376)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (376)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (376)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (376)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (376)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (376)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (376)_cam7.npy
paper,paper-set2 (6),val,./dataset/skeleton_final_v2/paper/paper-set2 (6).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (6)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (6)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (6)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (6)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (6)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (6)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (6)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (6)_cam7.npy
ok,ok_Set2_ (523),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (523).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (523)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (523)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (523)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (523)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (523)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (523)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (523)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (523)_cam7.npy
thumbup,thumbup_6777,val,./dataset/skeleton_final_v2/thumbup/thumbup_6777.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6777_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6777_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6777_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6777_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6777_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6777_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6777_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6777_cam7.npy
scissors,scissors-set2 (663),val,./dataset/skeleton_final_v2/scissors/scissors-set2 (663).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (663)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (663)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (663)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (663)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (663)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (663)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (663)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (663)_cam7.npy
scissors,scissors-set2 (676),val,./dataset/skeleton_final_v2/scissors/scissors-set2 (676).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (676)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (676)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (676)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (676)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (676)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (676)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (676)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (676)_cam7.npy
ok,ok_Set2_ (229),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (229).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (229)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (229)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (229)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (229)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (229)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (229)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (229)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (229)_cam7.npy
thumbup,thumbup (190),val,./dataset/skeleton_final_v2/thumbup/thumbup (190).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (190)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (190)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (190)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (190)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (190)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (190)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (190)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (190)_cam7.npy
scissors,scissors_3901,val,./dataset/skeleton_final_v2/scissors/scissors_3901.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3901_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3901_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3901_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3901_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3901_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3901_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3901_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3901_cam7.npy
the-finger,the-finger-set2 (65),val,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (65).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (65)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (65)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (65)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (65)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (65)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (65)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (65)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (65)_cam7.npy
the-finger,the-finger-set2 (377),val,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (377).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (377)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (377)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (377)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (377)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (377)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (377)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (377)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (377)_cam7.npy
the-finger,the-finger (28),val,./dataset/skeleton_final_v2/the-finger/the-finger (28).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (28)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (28)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (28)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (28)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (28)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (28)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (28)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (28)_cam7.npy
ok,ok_Set2_ (408),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (408).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (408)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (408)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (408)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (408)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (408)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (408)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (408)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (408)_cam7.npy
thumbdown,thumbdown_6835,val,./dataset/skeleton_final_v2/thumbdown/thumbdown_6835.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_6835_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_6835_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_6835_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_6835_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_6835_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_6835_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_6835_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_6835_cam7.npy
paper,paper-set2 (110),val,./dataset/skeleton_final_v2/paper/paper-set2 (110).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (110)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (110)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (110)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (110)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (110)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (110)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (110)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (110)_cam7.npy
thumbdown,thumbdown (127),val,./dataset/skeleton_final_v2/thumbdown/thumbdown (127).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (127)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (127)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (127)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (127)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (127)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (127)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (127)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (127)_cam7.npy
scissors,scissors_4652,val,./dataset/skeleton_final_v2/scissors/scissors_4652.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_4652_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_4652_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_4652_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_4652_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_4652_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_4652_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_4652_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_4652_cam7.npy
thumbup,thumbup_7403,val,./dataset/skeleton_final_v2/thumbup/thumbup_7403.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7403_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7403_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7403_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7403_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7403_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7403_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7403_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7403_cam7.npy
ok,ok_2509,val,./dataset/skeleton_final_v2/ok/ok_2509.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2509_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2509_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2509_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2509_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2509_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2509_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2509_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2509_cam7.npy
scissors,scissors_7167,val,./dataset/skeleton_final_v2/scissors/scissors_7167.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7167_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7167_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7167_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7167_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7167_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7167_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7167_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7167_cam7.npy
scissors,scissors_3856,val,./dataset/skeleton_final_v2/scissors/scissors_3856.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3856_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3856_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3856_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3856_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3856_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3856_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3856_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3856_cam7.npy
scissors,scissors (55),val,./dataset/skeleton_final_v2/scissors/scissors (55).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (55)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (55)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (55)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (55)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (55)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (55)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (55)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (55)_cam7.npy
thumbdown,thumbdown_5604,val,./dataset/skeleton_final_v2/thumbdown/thumbdown_5604.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5604_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5604_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5604_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5604_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5604_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5604_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5604_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5604_cam7.npy
thumbup,thumbup (8),val,./dataset/skeleton_final_v2/thumbup/thumbup (8).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (8)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (8)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (8)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (8)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (8)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (8)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (8)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (8)_cam7.npy
thumbdown,thumbdown_8602,val,./dataset/skeleton_final_v2/thumbdown/thumbdown_8602.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_8602_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_8602_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_8602_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_8602_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_8602_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_8602_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_8602_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_8602_cam7.npy
scissors,scissors (34),val,./dataset/skeleton_final_v2/scissors/scissors (34).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (34)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (34)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (34)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (34)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (34)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (34)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (34)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (34)_cam7.npy
scissors,scissors (41),val,./dataset/skeleton_final_v2/scissors/scissors (41).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (41)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (41)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (41)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (41)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (41)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (41)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (41)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (41)_cam7.npy
ok,ok_5001,val,./dataset/skeleton_final_v2/ok/ok_5001.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam7.npy
thumbdown,thumbdown (20),val,./dataset/skeleton_final_v2/thumbdown/thumbdown (20).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (20)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (20)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (20)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (20)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (20)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (20)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (20)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (20)_cam7.npy
paper,paper (178),val,./dataset/skeleton_final_v2/paper/paper (178).npy,./dataset/salux_multiview3d_8cam_front/paper/paper (178)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (178)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (178)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (178)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (178)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (178)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (178)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (178)_cam7.npy
the-finger,the-finger_602,val,./dataset/skeleton_final_v2/the-finger/the-finger_602.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_602_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_602_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_602_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_602_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_602_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_602_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_602_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_602_cam7.npy
